Дата;Месяц;Регион;Город;Канал;Клиент;Категория;Препарат;Упаковок;Цена за упаковку, ₽;Скидка, %;Сумма, ₽;Возвраты, упак.;Менеджер;Телефон менеджера;E-mail менеджера
01.09.2025;09.2025;Центр;Ярославль;Дистрибьютор;Сибирский фармсклад;Безрецептурные;Гастролюкс;489;620;5,5;286505;0;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
06.09.2025;09.2025;Санкт-Петербург;Санкт-Петербург;Аптечная сеть;Аптека у дома;Кардиология;Кардистан;99;2150;7,9;196035;0;Волкова Елена Ивановна;+7 992 872-64-46;e.volkova@example-pharma.ru
07.09.2025;09.2025;Дальний Восток;Хабаровск;Аптечная сеть;Аптека Здравница;Респираторные;Пульмостат;115;1240;4,0;136896;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
07.09.2025;09.2025;Урал;Челябинск;Госпитальный сегмент;Кардиологический диспансер;Респираторные;Респиролан;320;1890;14,6;516499;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
09.09.2025;09.2025;Урал;Екатеринбург;Дистрибьютор;Сибирский фармсклад;Кардиология;Тензолар;713;980;7,1;649129;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
11.09.2025;09.2025;Москва;Москва;Аптечная сеть;Зелёная аптека;Диабет;Инсулакс;41;4320;5,8;166847;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
11.09.2025;09.2025;Москва;Москва;Онлайн-аптека;е-Аптека;Безрецептурные;Дормивит;76;540;3,1;39768;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
13.09.2025;09.2025;Дальний Восток;Хабаровск;Онлайн-аптека;АптекаМаркет;Безрецептурные;Гастролюкс;69;620;5,4;40470;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
13.09.2025;09.2025;Поволжье;Уфа;Госпитальный сегмент;Областная клиническая больница;Диабет;Глюкорин;174;2680;14,0;401035;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
13.09.2025;09.2025;Сибирь;Омск;Аптечная сеть;Городская аптека 24;Безрецептурные;Гастролюкс;85;620;7,8;48589;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
13.09.2025;09.2025;Юг;Волгоград;Онлайн-аптека;АптекаМаркет;Респираторные;Респиролан;89;1890;5,0;159800;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
13.09.2025;09.2025;Юг;Ростов-на-Дону;Онлайн-аптека;АптекаМаркет;Кардиология;Кардистан;51;2150;5,6;103510;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
14.09.2025;09.2025;Москва;Москва;Госпитальный сегмент;Кардиологический диспансер;Онкология;Онкотрел;29;38900;12,5;987088;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
14.09.2025;09.2025;Поволжье;Уфа;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Ветапрол;32;1450;4,5;44312;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
15.09.2025;09.2025;Урал;Екатеринбург;Дистрибьютор;МедТрейд;Безрецептурные;Гастролюкс;243;620;8,1;138457;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
17.09.2025;09.2025;Москва;Москва;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Флеастоп;55;1120;6,1;57842;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
20.09.2025;09.2025;Поволжье;Казань;Онлайн-аптека;АптекаМаркет;Кардиология;Тензолар;59;980;6,6;54004;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
20.09.2025;09.2025;Центр;Ярославль;Госпитальный сегмент;Областная клиническая больница;Диабет;Инсулакс;125;4320;11,8;476280;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
20.09.2025;09.2025;Юг;Волгоград;Госпитальный сегмент;Кардиологический диспансер;Респираторные;Пульмостат;130;1240;14,4;137987;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
23.09.2025;09.2025;Москва;Москва;Госпитальный сегмент;Областная клиническая больница;Онкология;Онкотрел;16;38900;10,3;558293;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
23.09.2025;09.2025;Санкт-Петербург;Санкт-Петербург;Госпитальный сегмент;Городская больница № 12;Респираторные;Пульмостат;311;1240;10,9;343605;0;Волкова Елена Ивановна;+7 992 872-64-46;e.volkova@example-pharma.ru
24.09.2025;09.2025;Юг;Волгоград;Госпитальный сегмент;Региональный онкоцентр;Респираторные;Пульмостат;157;1240;14,9;165673;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
25.09.2025;09.2025;Поволжье;Нижний Новгород;Дистрибьютор;Сибирский фармсклад;Кардиология;Тензолар;824;980;7,8;744533;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
27.09.2025;09.2025;Сибирь;Омск;Аптечная сеть;Зелёная аптека;Диабет;Инсулакс;65;4320;6,4;262829;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
27.09.2025;09.2025;Сибирь;Новосибирск;Госпитальный сегмент;Региональный онкоцентр;Онкология;Онкотрел;10;38900;10,9;346599;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
28.09.2025;09.2025;Сибирь;Омск;Дистрибьютор;Сибирский фармсклад;Кардиология;Тензолар;403;980;5,9;371639;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
28.09.2025;09.2025;Сибирь;Омск;Онлайн-аптека;е-Аптека;Диабет;Глюкорин;77;2680;3,0;200169;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
01.10.2025;10.2025;Дальний Восток;Владивосток;Аптечная сеть;Зелёная аптека;Кардиология;Тензолар;129;980;5,8;119088;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
02.10.2025;10.2025;Поволжье;Нижний Новгород;Аптечная сеть;ФармаПлюс;Кардиология;Тензолар;151;980;7,4;137029;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
02.10.2025;10.2025;Урал;Екатеринбург;Аптечная сеть;Аптека Здравница;Респираторные;Пульмостат;252;1240;7,1;290294;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
03.10.2025;10.2025;Москва;Москва;Госпитальный сегмент;Региональный онкоцентр;Респираторные;Пульмостат;824;1240;12,5;894040;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
04.10.2025;10.2025;Москва;Москва;Дистрибьютор;РосФарм Дистрибьюшн;Ветеринария;Флеастоп;569;1120;6,8;593945;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
05.10.2025;10.2025;Поволжье;Нижний Новгород;Дистрибьютор;МедТрейд;Безрецептурные;Дормивит;335;540;8,2;166066;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
06.10.2025;10.2025;Дальний Восток;Хабаровск;Дистрибьютор;Фарма-Логистик;Диабет;Инсулакс;786;4320;21,4;2668879;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
06.10.2025;10.2025;Москва;Москва;Госпитальный сегмент;Кардиологический диспансер;Онкология;Онкотрел;35;38900;13,2;1181782;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
06.10.2025;10.2025;Урал;Пермь;Онлайн-аптека;е-Аптека;Безрецептурные;Гастролюкс;118;620;4,1;70160;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
07.10.2025;10.2025;Центр;Тула;Ветеринарная клиника;ВетСити;Ветеринария;Флеастоп;56;1120;5,7;59145;0;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
09.10.2025;10.2025;Урал;Челябинск;Дистрибьютор;РосФарм Дистрибьюшн;Диабет;Глюкорин;369;2680;8,4;905851;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
10.10.2025;10.2025;Центр;Тула;Дистрибьютор;РосФарм Дистрибьюшн;Диабет;Инсулакс;670;4320;5,5;2735208;3;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
10.10.2025;10.2025;Юг;Ростов-на-Дону;Аптечная сеть;ФармаПлюс;Респираторные;Пульмостат;257;1240;5,5;301153;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
12.10.2025;10.2025;Сибирь;Омск;Госпитальный сегмент;Региональный онкоцентр;Безрецептурные;Гастролюкс;128;620;10,7;70868;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
14.10.2025;10.2025;Дальний Восток;Владивосток;Аптечная сеть;Городская аптека 24;Кардиология;Тензолар;116;980;5,5;107428;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
14.10.2025;10.2025;Центр;Ярославль;Дистрибьютор;Сибирский фармсклад;Безрецептурные;Гастролюкс;639;620;7,2;367655;0;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
14.10.2025;10.2025;Юг;Ростов-на-Дону;Дистрибьютор;Фарма-Логистик;Кардиология;Кардистан;769;2150;22,0;1289613;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
15.10.2025;10.2025;Москва;Москва;Госпитальный сегмент;Кардиологический диспансер;Диабет;Глюкорин;127;2680;11,9;299857;1;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
15.10.2025;10.2025;Центр;Рязань;Аптечная сеть;Аптека Здравница;Респираторные;Пульмостат;242;1240;4,1;287777;2;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
19.10.2025;10.2025;Дальний Восток;Хабаровск;Госпитальный сегмент;Областная клиническая больница;Кардиология;Тензолар;255;980;12,1;219662;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
20.10.2025;10.2025;Поволжье;Казань;Госпитальный сегмент;Кардиологический диспансер;Онкология;Онкотрел;13;38900;12,7;441476;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
21.10.2025;10.2025;Москва;Москва;Госпитальный сегмент;Городская больница № 12;Диабет;Инсулакс;210;4320;13,0;789264;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
21.10.2025;10.2025;Юг;Волгоград;Онлайн-аптека;е-Аптека;Респираторные;Респиролан;58;1890;3,6;105674;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
23.10.2025;10.2025;Урал;Пермь;Дистрибьютор;МедТрейд;Онкология;Онкотрел;45;38900;7,2;1624464;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
24.10.2025;10.2025;Москва;Москва;Онлайн-аптека;АптекаМаркет;Респираторные;Пульмостат;215;1240;6,6;249004;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
24.10.2025;10.2025;Центр;Ярославль;Онлайн-аптека;е-Аптека;Кардиология;Тензолар;78;980;4,4;73077;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
25.10.2025;10.2025;Москва;Москва;Ветеринарная клиника;ВетСити;Ветеринария;Флеастоп;42;1120;6,6;43935;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
26.10.2025;10.2025;Санкт-Петербург;Санкт-Петербург;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Флеастоп;47;1120;5,0;50008;0;Волкова Елена Ивановна;+7 992 872-64-46;e.volkova@example-pharma.ru
26.10.2025;10.2025;Юг;Краснодар;Аптечная сеть;Зелёная аптека;Безрецептурные;Дормивит;63;540;5,8;32047;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
27.10.2025;10.2025;Юг;Волгоград;Аптечная сеть;Аптека Здравница;Респираторные;Пульмостат;162;1240;6,0;188827;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
28.10.2025;10.2025;Дальний Восток;Владивосток;Дистрибьютор;Фарма-Логистик;Безрецептурные;Дормивит;279;540;19,7;120980;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
01.11.2025;11.2025;Москва;Москва;Ветеринарная клиника;Ветаптека Барбос;Ветеринария;Флеастоп;22;1120;7,6;22767;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
01.11.2025;11.2025;Центр;Тула;Аптечная сеть;Городская аптека 24;Респираторные;Пульмостат;310;1240;6,2;360567;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
01.11.2025;11.2025;Юг;Краснодар;Аптечная сеть;ФармаПлюс;Диабет;Глюкорин;71;2680;5,3;180195;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
02.11.2025;11.2025;Поволжье;Уфа;Госпитальный сегмент;Кардиологический диспансер;Респираторные;Пульмостат;664;1240;11,1;731967;2;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
02.11.2025;11.2025;Центр;Ярославль;Аптечная сеть;Аптека Здравница;Кардиология;Тензолар;82;980;8,0;73931;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
03.11.2025;11.2025;Москва;Москва;Аптечная сеть;Зелёная аптека;Безрецептурные;Гастролюкс;41;620;7,3;23564;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
03.11.2025;11.2025;Поволжье;Казань;Аптечная сеть;ФармаПлюс;Кардиология;Кардистан;125;2150;4,4;256925;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
03.11.2025;11.2025;Сибирь;Красноярск;Аптечная сеть;Аптека у дома;Диабет;Глюкорин;68;2680;5,6;172035;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
07.11.2025;11.2025;Урал;Пермь;Дистрибьютор;Сибирский фармсклад;Респираторные;Респиролан;880;1890;5,9;1565071;6;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
08.11.2025;11.2025;Сибирь;Красноярск;Госпитальный сегмент;Городская больница № 12;Кардиология;Кардистан;149;2150;11,8;282549;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
09.11.2025;11.2025;Дальний Восток;Владивосток;Аптечная сеть;ФармаПлюс;Диабет;Глюкорин;71;2680;4,5;181717;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
09.11.2025;11.2025;Поволжье;Уфа;Аптечная сеть;ФармаПлюс;Респираторные;Респиролан;270;1890;6,5;477130;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
09.11.2025;11.2025;Юг;Волгоград;Аптечная сеть;Городская аптека 24;Кардиология;Тензолар;169;980;5,0;157339;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
09.11.2025;11.2025;Юг;Волгоград;Дистрибьютор;МедТрейд;Ветеринария;Флеастоп;806;1120;8,0;830502;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
11.11.2025;11.2025;Урал;Челябинск;Госпитальный сегмент;Областная клиническая больница;Кардиология;Тензолар;70;980;14,9;58379;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
12.11.2025;11.2025;Поволжье;Уфа;Онлайн-аптека;АптекаМаркет;Диабет;Инсулакс;87;4320;4,2;360055;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
13.11.2025;11.2025;Центр;Воронеж;Госпитальный сегмент;Областная клиническая больница;Онкология;Онкотрел;20;38900;14,0;669080;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
14.11.2025;11.2025;Юг;Ростов-на-Дону;Дистрибьютор;Фарма-Логистик;Безрецептурные;Дормивит;400;540;17,2;178848;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
16.11.2025;11.2025;Москва;Москва;Онлайн-аптека;АптекаМаркет;Безрецептурные;Гастролюкс;27;620;5,3;15853;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
16.11.2025;11.2025;Центр;Ярославль;Онлайн-аптека;е-Аптека;Кардиология;Тензолар;70;980;3,5;66199;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
18.11.2025;11.2025;Москва;Москва;Дистрибьютор;Фарма-Логистик;Диабет;Инсулакс;884;4320;20,7;3028372;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
18.11.2025;11.2025;Поволжье;Казань;Дистрибьютор;Сибирский фармсклад;Респираторные;Пульмостат;507;1240;6,7;586558;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
19.11.2025;11.2025;Москва;Москва;Ветеринарная клиника;ВетСити;Ветеринария;Ветапрол;26;1450;4,9;35853;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
21.11.2025;11.2025;Сибирь;Новосибирск;Аптечная сеть;Зелёная аптека;Респираторные;Пульмостат;367;1240;6,2;426865;3;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
24.11.2025;11.2025;Дальний Восток;Хабаровск;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Ветапрол;20;1450;6,5;27115;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
25.11.2025;11.2025;Москва;Москва;Аптечная сеть;ФармаПлюс;Безрецептурные;Гастролюкс;112;620;8,0;63885;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
26.11.2025;11.2025;Центр;Рязань;Госпитальный сегмент;Кардиологический диспансер;Респираторные;Респиролан;596;1890;10,4;1009290;2;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
27.11.2025;11.2025;Урал;Пермь;Госпитальный сегмент;Городская больница № 12;Онкология;Онкотрел;34;38900;14,3;1133468;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
27.11.2025;11.2025;Урал;Челябинск;Госпитальный сегмент;Городская больница № 12;Онкология;Онкотрел;36;38900;13,9;1205744;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
27.11.2025;11.2025;Юг;Ростов-на-Дону;Дистрибьютор;МедТрейд;Безрецептурные;Дормивит;856;540;6,7;431270;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
28.11.2025;11.2025;Сибирь;Красноярск;Аптечная сеть;Городская аптека 24;Безрецептурные;Дормивит;162;540;4,9;83193;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
01.12.2025;12.2025;Сибирь;Красноярск;Аптечная сеть;ФармаПлюс;Диабет;Инсулакс;170;4320;6,1;689602;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
02.12.2025;12.2025;Сибирь;Красноярск;Госпитальный сегмент;Городская больница № 12;Респираторные;Пульмостат;520;1240;15,0;548080;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
03.12.2025;12.2025;Центр;Ярославль;Дистрибьютор;МедТрейд;Респираторные;Респиролан;1368;1890;8,2;2373507;0;Морозова Марина Александровна;+7 996 241-77-51;m.morozova@example-pharma.ru
04.12.2025;12.2025;Урал;Екатеринбург;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Ветапрол;49;1450;6,9;66148;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
05.12.2025;12.2025;Москва;Москва;Аптечная сеть;ФармаПлюс;Респираторные;Пульмостат;117;1240;7,4;134344;0;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
05.12.2025;12.2025;Москва;Москва;Дистрибьютор;РосФарм Дистрибьюшн;Кардиология;Тензолар;598;980;9,0;533296;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
05.12.2025;12.2025;Сибирь;Омск;Аптечная сеть;Зелёная аптека;Кардиология;Кардистан;46;2150;4,3;94647;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
07.12.2025;12.2025;Юг;Краснодар;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Флеастоп;43;1120;4,8;45848;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
09.12.2025;12.2025;Поволжье;Казань;Онлайн-аптека;АптекаМаркет;Кардиология;Тензолар;99;980;3,5;93624;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
10.12.2025;12.2025;Москва;Москва;Дистрибьютор;РосФарм Дистрибьюшн;Кардиология;Тензолар;361;980;5,4;334676;3;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
11.12.2025;12.2025;Дальний Восток;Хабаровск;Аптечная сеть;Аптека у дома;Безрецептурные;Дормивит;81;540;4,1;41947;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
11.12.2025;12.2025;Юг;Волгоград;Дистрибьютор;Сибирский фармсклад;Респираторные;Респиролан;1556;1890;8,7;2684987;6;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
12.12.2025;12.2025;Москва;Москва;Дистрибьютор;Фарма-Логистик;Диабет;Глюкорин;494;2680;17,7;1089586;1;Орлова Ирина Сергеевна;+7 955 393-99-18;i.orlova@example-pharma.ru
13.12.2025;12.2025;Санкт-Петербург;Санкт-Петербург;Дистрибьютор;Фарма-Логистик;Безрецептурные;Гастролюкс;361;620;20,7;177489;0;Волкова Елена Ивановна;+7 992 872-64-46;e.volkova@example-pharma.ru
14.12.2025;12.2025;Урал;Челябинск;Госпитальный сегмент;Городская больница № 12;Онкология;Онкотрел;17;38900;12,4;579299;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
15.12.2025;12.2025;Поволжье;Уфа;Дистрибьютор;МедТрейд;Безрецептурные;Дормивит;821;540;5,9;417183;0;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
15.12.2025;12.2025;Санкт-Петербург;Санкт-Петербург;Ветеринарная клиника;ВетСити;Ветеринария;Ветапрол;57;1450;6,1;77608;0;Борисов Роман Андреевич;+7 914 981-86-65;r.borisov@example-pharma.ru
15.12.2025;12.2025;Центр;Рязань;Госпитальный сегмент;Кардиологический диспансер;Диабет;Инсулакс;376;4320;11,7;1434275;0;Волкова Дарья Викторовна;+7 981 683-85-73;d.volkova@example-pharma.ru
16.12.2025;12.2025;Поволжье;Уфа;Дистрибьютор;Фарма-Логистик;Кардиология;Кардистан;640;2150;17,7;1132448;6;Никитина Елена Ивановна;+7 934 832-15-66;e.nikitina@example-pharma.ru
18.12.2025;12.2025;Урал;Екатеринбург;Аптечная сеть;Аптека у дома;Респираторные;Респиролан;165;1890;7,8;287526;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
19.12.2025;12.2025;Сибирь;Омск;Ветеринарная клиника;Зооклиника Друг;Ветеринария;Ветапрол;44;1450;4,8;60738;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
21.12.2025;12.2025;Москва;Москва;Дистрибьютор;МедТрейд;Диабет;Инсулакс;742;4320;8,8;2923361;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
22.12.2025;12.2025;Дальний Восток;Владивосток;Аптечная сеть;Городская аптека 24;Диабет;Глюкорин;54;2680;7,9;133287;0;Егоров Александр Андреевич;+7 954 214-78-51;a.egorov@example-pharma.ru
23.12.2025;12.2025;Москва;Москва;Аптечная сеть;Аптека у дома;Безрецептурные;Дормивит;72;540;6,6;36314;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
23.12.2025;12.2025;Поволжье;Нижний Новгород;Дистрибьютор;Фарма-Логистик;Кардиология;Тензолар;452;980;17,2;366771;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
25.12.2025;12.2025;Сибирь;Новосибирск;Госпитальный сегмент;Городская больница № 12;Онкология;Онкотрел;25;38900;11,3;862608;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
26.12.2025;12.2025;Москва;Москва;Аптечная сеть;Аптека Здравница;Респираторные;Респиролан;285;1890;4,0;517104;0;Кузнецов Андрей Сергеевич;+7 915 988-30-58;a.kuznetsov@example-pharma.ru
26.12.2025;12.2025;Поволжье;Казань;Дистрибьютор;Сибирский фармсклад;Безрецептурные;Гастролюкс;385;620;6,0;224378;0;Лебедев Павел Александрович;+7 988 583-46-95;p.lebedev@example-pharma.ru
27.12.2025;12.2025;Сибирь;Красноярск;Аптечная сеть;Зелёная аптека;Безрецептурные;Дормивит;83;540;6,6;41862;0;Никитин Артём Николаевич;+7 959 372-29-12;a.nikitin@example-pharma.ru
27.12.2025;12.2025;Юг;Ростов-на-Дону;Аптечная сеть;Аптека у дома;Респираторные;Респиролан;130;1890;6,5;229730;0;Новикова Елена Андреевна;+7 950 491-11-10;e.novikova@example-pharma.ru
28.12.2025;12.2025;Урал;Пермь;Госпитальный сегмент;Региональный онкоцентр;Онкология;Онкотрел;31;38900;12,1;1059986;0;Егорова Наталья Викторовна;+7 927 285-25-54;n.egorova@example-pharma.ru
